dialogue_id,summary,time_taken,memory_usage
82,Paul Adams is the branch manager. Katie Thomas is looking for temporary office work. She is 18 years old and has experience in office skills.,0.4442479991912841,105.2707421875
83,Myra was criticised by the teacher for cheating on exams and speaking rudely.,0.6799043083190918,92.61640625
84,#Person1#: May I have your order now? ,0.6799043083190918,92.61640625
85,#Person1# wants red cooked sea cucumber and an assorted cold dish for dinner. #Person2# will bring a bottle of champagne.,0.4442479991912841,105.2707421875
86,Person1 wants to go to the financial street. Person2 takes him there. The trip takes about half an hour. Person1 is not in a hurry.,0.6799043083190918,92.61640625
87,"Read pages 12 to 20, do exercises 1-10 on page 21, get a calculator, review notes.",0.4442479991912841,105.2707421875
88,Mangoes are on sale today for $1 each. They are yellowish red in color and have one big seed. They are ripe when the outside feels soft. They are from Mexico.,0.4442479991912841,105.2707421875
89,Person2 got her father's goat after she asked him to treat her like he does to her sisters.,0.7679459095001221,96.77322265625
90,Lili thanks Mr. Smith for a wonderful dinner and he invites her to join them again. Lili is returning to China today and thanks Mr. Smith for his help.,0.6617314052581788,93.70708984375
91,Daniel and his friend are talking about the wildlife sanctuary. They discuss the rules of visiting the sanctuary. Daniel says that there are two ways to visit the sanctuary: by bus or by car. He also says that it is dangerous to get out of the bus or car because the wild animals are fierce. Daniel says that there is a wildlife sanctuary in Beijing. Daniel's friend says that he prefers to go there next time. Daniel agrees that it will be interesting.,0.6799043083190918,92.61640625
92,Nancy informs Bob that her sister Amy is coming back from the states next weekend. Bob and Nancy plan a party for Amy.,0.6799043083190918,92.61640625
93,John Griffin is a business traveler who has stayed at the Sunshine Hotel twice before. He will arrive at 10:00 PM and would like a cheese sandwich to be left in his room.,0.4442479991912841,105.2707421875
94,Barbara is back from her trip to Milan and Florence. She has 20 pairs of shoes in her suitcase.,0.4442479991912841,105.2707421875
95,Person1's watch stopped running. Person2 changed the battery and guaranteed it for a year. Person1 will pick up the watch at 5:00 PM.,0.6799043083190918,92.61640625
96,"Person1 and Person2 are planning a dinner for the end of the year. They want to go to a Chinese restaurant, but it's closing for a month. They consider going to a pizza restaurant, but Person1 doesn't want to eat pizza again. They decide to fix the amount first and ask a restaurant to provide a meal for that price.Make a list of best places and let the class choose one.",1.6419456481933594,213.6885546875
97,"Martin went to France to study for a year, then took a year off to travel around Europe. He is now back in Beijing to visit his family. He will be back to France to finish his degree.",0.6799043083190918,92.61640625
98,"Person1 asks Person2 about their reading habits. Person2 prefers adventure stories and historical novels, and buys most of their books online.",0.6799043083190918,92.61640625
99,Person1 and Person2 are looking for a flat close to the university. They want it to be small and quiet. They will start flat hunting early.,0.4442479991912841,105.2707421875
100,Customer wants to buy a bouquet for his wife's birthday. He doesn't know what kind of flowers to choose. The shop assistant suggests rose and violet. The customer chooses violet.,0.4442479991912841,105.2707421875
101,"Person1 has a problem with their cable, which has been down for a week. Person2 apologizes and says it should be back on in a couple of days. Person1 asks if they still have to pay for the cable, and Person2 says they will give them a credit until the cable is back on.",0.4442479991912841,105.2707421875
102,Person 2 is looking for an MP-3 player. Person 1 recommends Pioneer and suggests a model that is popular with ladies. Person 2 wants to see the model and asks for it in white. Person 1 says it is not available in white but in yellow. Person 2 decides to take the yellow one.,0.6799043083190918,92.61640625
103,"Susan didn't tell Todd that she was taking over the Silk Company account. Todd was meeting with Mr. Wei about this account. Susan was at the meeting, but Todd wasn't. Mr. Emory felt that it was going too slowly and that it needed a fresh start.",0.6799043083190918,92.61640625
104,Person2 broke up with a girl because she didn't understand that he loved her.,0.4442479991912841,105.2707421875
105,Joey and Lily celebrate their first Christmas in the US.,0.6799043083190918,92.61640625
106,#Person1# and #Person2# like to dance. They dance to disco and rumba.,0.4086324119567871,89.9146875
107,#Person1# and #Person2# are playing golf. #Person1# is in the sand trap and #Person2# is in the water. #Person2# lets #Person1# go first.,0.4442479991912841,105.2707421875
108,#Person1# is interested in the new iPhone. #Person2# has a shuffle iPod. #Person1# has an old iPod.iPod battery life is a problem.,1.6419456481933594,213.6885546875
109,Tom is going hiking in the southern Rocky Mountains this weekend. He wants to bring his friend and me along.,0.4442479991912841,105.2707421875
110,"Person1 asks if anyone is sitting there, and if they mind if they smoke. Person2 says no, but then says they do mind. Person1 apologizes and asks if there is a sign. Person2 says there is, and Person1 apologizes again.",0.4442479991912841,105.2707421875
111,You should not have criticized your son in front of his friends.,0.4086324119567871,89.9146875
112,Person1 wants to take a nap because they are tired and have a lot on their mind. Person2 suggests exercising or a hot bath to help relax.,0.4442479991912841,105.2707421875
113,"Person 2 likes Irish coffee, but not very particular. They make coffee at home only occasionally, and prefer instant coffee. They think instant coffee is popular because it's cheap and convenient. They agree that coffee is popular in western countries, but not in China.There are many coffee houses in China now.",0.9554055976867676,193.54578125
114,"Person1 calls Mr. Wu to ask about some information, but the connection is bad and Mr. Wu has to call back.",0.4086324119567871,89.9146875
115,"Tom introduces himself to Alice, who is his new neighbor. They discuss their backgrounds and current occupations. Alice has to leave to teach a class.",0.4442479991912841,105.2707421875
116,Person2 wants apple pie with ice cream and a glass of lemonade. Person1 will have apple pie without ice cream and a glass of ice tea.,0.4086324119567871,89.9146875
117,Customer wants to cash a check and buy traveler's checks.,0.4086324119567871,89.9146875
118,"A tourist party wants to reserve rooms for 4 single rooms, 5 double rooms and 3 suites for 5 days from tomorrow till January 8th.15% discount, thank you, have a good time.",1.6419456481933594,213.6885546875
119,"John Sandals needs a room from April 14 to April 17. The room is $308 per night, nonsmoking, and has a queen-size bed.Confirmation of reservation for April.",1.6419456481933594,213.6885546875
120,"The most economical flight to Toronto is 1,900 dollars, with a connecting flight on Canada Airline. The flight departs at 8 am and has a layover of less than one hour in Berlin. The total journey time is about 13 hours.",0.4086324119567871,89.9146875
121,The person has lost their tags and receipt. They have a blue suitcase with a leather cover. The person is able to take their case away.,0.4086324119567871,89.9146875
122,Mr. Phillips needs to approve a 486 computer with modem for Ms. Wilson's office.,0.4750463199615478,93.70728515625
123,"Person1 wants sole, Person2 says no more sole, Person1 orders pork cutlet.",0.4750463199615478,93.70728515625
124,"#Person2# has three years of experience as a data entry operator, working knowledge of Windows and Dos, familiarity with Java and C Programming Languages, and an ACRE certificate, Grade 2. They are willing to learn how to process management information.",0.4086324119567871,89.9146875
125,Person2 is interested in applying for a credit card with Credit Services. They have been a customer for years and have a steady salary. They are looking to upgrade from a debit card.,0.4086324119567871,89.9146875
126,A customer books a taxi to the airport for Saturday morning.,0.4086324119567871,89.9146875
127,"Carl and Pancho meet and talk about their families. Pancho has seven brothers and six sisters. His father is a taxi driver in Lima, Peru. His mother helps run a small family store.",0.4750463199615478,93.70728515625
128,Jane is asked to help with the school website this summer. She is interested in computers and the Internet. She will get good money for the job.,0.4086324119567871,89.9146875
129,"Person1 and Person2 are hungry. Person1 doesn't want to go to the new French restaurant because the menu was in French and the food was expensive and not to their satisfaction. Person2 suggests an Italian restaurant, but Person1 doesn't want to go out again. Person1 offers to cook a home-cooked meal.",0.4086324119567871,89.9146875
130,"Customer complains about long wait and wrong order, waiter offers free meal.",0.4750463199615478,93.70728515625
131,"Person 1 is excited about their first trip to Hawaii, but may have trouble navigating. Person 2 offers to show them around when they arrive.",0.4086324119567871,89.9146875
132,Joe had a very dangerous life. His worst accident was during the British Grand Prix last year. He was knocked into a wall and his left leg was broken. He had a frightening experience recently when he was driving through London during the lunch hour.,0.4750463199615478,93.70728515625
133,Jack goes to school at 8 am and gets home at 4 pm. He does his homework after tea. He likes his teachers and walks to school.,0.4750463199615478,93.70728515625
134,Craig has a cold and is not feeling well. Person1 suggests chopping up garlic and cooking it in chicken stock to help with the cold.,0.6799043083190918,92.61640625
135,"Person1 and Person2 catch up after a long winter holiday. Person1 had a get-together with schoolmates and read books, while Person2 traveled.",0.4086324119567871,89.9146875
136,Person 1 suggests sending e-mails to keep in touch with the aunt in America. Person 2 is glad to hear that and asks for help to access the Internet.,0.4086324119567871,89.9146875
137,Anna is pregnant and has four kids. She looks good and is wearing Prada.,0.3583757972717285,80.03796875
138,"The pool is open, it's Memorial Day, and it's time for the kids to get outdoors.",0.3583757972717285,80.03796875
139,"Tom needs a new car. Nancy suggests looking at used cars, but Tom is worried about getting someone else's problem. Nancy suggests looking at new cars, but Tom is worried about the cost.",0.4750463199615478,93.70728515625
140,"Person 2 was hit on at the bar by a guy, but she's not sure if she wants to go out with him. Person 1's last relationship didn't work out because they had different interests and plans for the future.#Person2# had a bad relationship, #Person1# is enjoying being single.",0.9554055976867676,193.54578125
141,"Mary is the better typist, but Jones is more careful. Jones is better at taking down letters quickly, but Mary has the best short hand. Mary speaks German more fluently than Jones.",0.4750463199615478,93.70728515625
142,"#Person1# and #Person2# are talking about their recent trips. #Person1# visited China for tour, while #Person2# went to China for a space technology conference.",0.4750463199615478,93.70728515625
143,Person2 was attacked on his way to his car. He was hit on the head and broke his leg when he was dropped into the car.,0.3583757972717285,80.03796875
144,Person 1 asks for directions to the cross bakery building. Person 2 explains that the person is walking in the wrong direction and gives them the correct directions.,0.4750463199615478,93.70728515625
145,Person1 is not satisfied with the video quality and audio. Person2 thinks it's not so bad.,0.3583757972717285,80.03796875
146,Person1 is given a research project about Asian countries by the professor. He has to finish it in 3 days. Person2 is good at that kind of thing.,0.4750463199615478,93.70728515625
147,"The person wants to send a computer, keyboard, monitor, mouse, and camera to Shanghai by logistics transport. The weight of these things will be charged at 10 yuan per kilogram.",0.3583757972717285,80.03796875
148,"Person 2 has a sore throat, headache, and feels tired. Person 1 examines them and diagnoses a bad cold.",0.3583757972717285,80.03796875
149,Zina is thinking of leaving WebTracker for WebTracker's archrival.,0.3583757972717285,80.03796875
150,Person2 wants to rent a Porsche for 3 days and buy insurance. He wants to return the car in San Francisco but is told he must return it to the same location. He agrees to return the car to the same location.,0.4750463199615478,93.70728515625
151,The two friends are enjoying the scenic spot and the view of Guiling City from the top of the mountain. They also spot an endangered bird species.,0.3583757972717285,80.03796875
152,Person2 had a nice seaside trip with a swim in the sea.,0.3583757972717285,80.03796875
153,John was asked not to smoke in the office by Ms. Fairbanks. He apologized and promised not to do it again. Ms. Fairbanks told him to use his break time to smoke outside.,0.3583757972717285,80.03796875
154,"Waitress, can I have the bill, please? Yes, sir. How would you like to pay the bill, sir? Do you accept credit cards? Yes, sir. But we only accept American Express, Master card and Visa. What kind do you have? Master card. Here you go. Wait a moment, please.",0.4750463199615478,93.70728515625
155,"Person2 wants to work with the company because it is an industry leader in business process platform development and offers growth opportunities. They will be an account manager, linking the company and the development team.Person2 is impressed by the company's growth strategy, development opportunities, and corporate governance. They offer six weeks' vacation, stock options, and bonuses.",0.9554055976867676,193.54578125
156,Person 1 is upset that Person 2 missed a deadline and is blaming the tech team for their time management issues.Person1 is not accepting Person2's excuse for missing the deadline. Person2 is not going to accept the excuse that technical glitches are the reason for missing the deadline.,1.6419456481933594,213.6885546875
157,Person1 is worried about their test results and wants to come in to discuss further tests with Person2. Person2 wants to run more tests and suggests coming in this afternoon.,0.4750463199615478,93.70728515625
158,Person1 is in the hot tub. Person2 is making chicken soup.,0.4750463199615478,93.70728515625
159,"Person 1 asks if Mr. Schmidt knows he's going to become a father. Person 2 says no, and she has no way of getting ahold of him. Person 1 says he has a surprise waiting for him when he gets back. Person 2 says her older sister Judy will be there soon to help. Person 1 sees a red van pulling into the driveway and asks if it's Judy.",0.4750463199615478,93.70728515625
160,Customer complains about the delay in receiving their order. The waiter apologizes and offers a free glass of wine.,0.4750463199615478,93.70728515625
161,Person1 welcomes Person2 to their new apartment. They discuss the apartment and the party.,0.3583757972717285,80.03796875
162,"#Person2# describes the man as being around five nine five ten, medium weight, black or dark brown hair, and straight, average length.",0.3583757972717285,80.03796875
163,Frank and Person1 discuss Janet Check.,0.3583757972717285,80.03796875
164,"Person1 likes the quiet and peaceful place, but Person2 thinks it's boring and lonely.",0.4750463199615478,93.70728515625
165,Su is seven years old and will have a party.,0.5167587280273438,100.773671875
166,A Chinese graduate student asks a librarian for help in using the library. The librarian agrees to show the student around the library at 3:30 p.m.,0.4750463199615478,93.70728515625
167,"Person1 sells art supplies to Person2, a teacher.",0.5167587280273438,100.773671875
168,The building work is delayed due to late cement delivery. The crew is on stand-by and will start as soon as the concrete has set.,0.5167587280273438,100.773671875
169,"Customer checks out of room 1005, stays 3 nights, and pays bill.",0.5167587280273438,100.773671875
170,Lin Tong calls Mr. Green to say goodbye before he leaves for an important meeting. Mr. Green thanks him for his help during his stay in Nanjing.Person1 will send someone to see Person2 off. Person2 is thankful. They will visit each other again soon.,1.3773040771484375,212.68134765625
171,Albert co-signs approval sheet for new fax machine.,0.4750463199615478,93.70728515625
172,"Person1 asks for information on a subject, Person2 suggests looking up the catalogue. Person1 asks for advice on an experiment, Person2 suggests starting with power supply. Person1 asks for Person2's suggestion on a work, Person2 suggests starting at once. Person1 thinks they'll join them, Person2 agrees.",0.5167587280273438,100.773671875
173,Todd calls Linda to tell her how much he enjoyed their time together last Friday night. He invites her to join him for a hike to the waterfalls on Saturday. Linda agrees and they plan to meet at 9 a.m.,0.5167587280273438,100.773671875
174,"Person1 asks about returns policy, Person2 says full refund within 7 days, alterations free. Person1 buys pants for $70.",0.5167587280273438,100.773671875
175,"Person1 asks what's for dinner, Person2 says they're not cooking, Person1 offers to cook, Person2 says they're tired and Person1 agrees to cook dinner.",0.5167587280273438,100.773671875
176,"Person1 and Person2 are trying to decide on a movie to see together. Person1 wants to see a comedy, while Person2 wants to see a drama.Anne Hathaway is in a new movie called Becoming Jane which is based on a true story about Jane Austen. It's on at 8:00 pm at the Phoenix Theatres.",1.1126625061035156,211.674140625
177,Jenny wants Anna to bring her French dictionary to tea at her home.,0.5167587280273438,100.773671875
178,"In the next 50 years, the difference between humans and machines will be harder to tell.It's possible that we can live forever in a new body.",0.9554055976867676,193.54578125
179,Yang Mei is going to the United States with her grandma. They are going to see her parents in New Jersey. They are going to stay there for six months. Yang Mei wants to see as many places as she can. She will travel by bus.,0.5167587280273438,100.773671875
180,"A man is looking for a pair of size eleven shoes. He doesn't like white shoes, so the salesman shows him black shoes. The man likes the black shoes and buys them.",0.5167587280273438,100.773671875
181,Tom is late for school because he stayed up all night.,0.4750463199615478,93.70728515625
182,Lucy is busy with her new apartment and can't go to a concert tomorrow evening. She will be free next weekend.,0.5167587280273438,100.773671875
183,"Person1 wants to know about flights to New York. Person2 says one just left and another one is at 10. Person1 asks what time it is and it's 5 to 8. Person1 asks if he can buy a ticket and he can't, he has to go to the booking office.",0.4750463199615478,93.70728515625
184,"Tim advises Susan to divide her colleagues into groups, give personal gifts to friends, and leave cards for the rest.Tim helps #Person2# with their financial situation.",1.1126625061035156,211.674140625
185,Jack is staying in the US this summer instead of going to Japan with his family. He's working at his uncle's institution for experience. Judy is going to Hawaii tomorrow.,0.5167587280273438,100.773671875
186,"Discrimination against women in the workforce is still prevalent today, even with affirmative action.",0.4750463199615478,93.70728515625
187,Person1 wants to sign for a Korea language class because the company will expand business to the South Korea market. Person2 thinks the company will provide language training courses.,0.5167587280273438,100.773671875
188,Person1 wants to buy a Mac laptop for his daughter. Person2 recommends a Mac and shows one. Person1 buys the Mac and pays with a VISA.,0.5167587280273438,100.773671875
189,Person2 is getting a handbag and dinner for White Day.,0.5069222068786621,103.65591796875
190,Person2 works for a marketing company doing telephone marketing. He likes his job because he has fun with his coworkers and it's easy. He works full time from 2:00 in the afternoon until 11:00 at night.,0.5167587280273438,100.773671875
191,"Tom Hanks orders a dozen red carnations for his mother to be delivered to her apartment on June 17th before 5 pm. The flowers cost 12 pounds a dozen and the address is 84 MW Street. The card should say ""Dear Mom, all my love, Tom"".Person1 asks Person2 to pay for the item on their visa card. Person2 agrees and gives their card number.",1.1126625061035156,211.674140625
192,"Person1 is worried about his paper, but Person2 thinks it's not bad. Person2 suggests keeping to the point and removing unimportant information.",0.5069222068786621,103.65591796875
193,The report is about different attitudes people have towards the foreign language learning. About 27% of the people think a foreign language is a must in their daily life. 35% of the people at learning are willing to learn the foreign language. 21% of the people are forced to do so because of exams. 15% of the people take a foreign language to be useless and they take no interest in them at all.,0.5069222068786621,103.65591796875
